Text_ID,Sentence_Number,text
9,5,De nationale vlag wordt vaak beschreven in de grondwet van een land
9,6,"Alle nationale vlaggen zijn rechthoekig, behalve de vlag van Nepal"
9,7,"De verhoudingen van de hoogte en de breedte van nationale vlaggen verschillen, maar geen enkele is langer dan zij breed is"
9,8,De vlaggen van Zwitserland en Vaticaanstad zijn de enige twee nationale vlaggen die precies een vierkant vormen
9,9,Vanaf 2011 bestaan alle nationale vlaggen uit op z'n minst twee verschillende kleuren; driekleuren zijn het meest voorkomend
9,10,In veel gevallen zijn de kleuren gerangschikt in horizontale of verticale banen
10,0,De Internationale Unie voor het Behoud van Natuur is een internationale organisatie die actiefwerkzaam is inop het werkveldgebied van natuurbehoud en het duurzaam gebruik van natuurlijke grondstoffen
10,1,"Ze is betrokken bij het verzamelen en analyseren van data, onderzoek, veldonderzoek, juridische kwestiesbelangenbehartiging en opleiding"
10,2,"Haar missie is het “‘beïnvloeden, aanmoedigen en assisteren van gemeenschappensamenlevingen over de hele wereld om natuur te behouden en te verzekeren dat elk gebruik van natuurlijke grondstoffen billijk is en ecologisch duurzaam"
10,3,De laatste is’
10,4,"In de afgelopen decennia heeft de organisatie haar focus verbreedverruimd, naast ecologisch behoud neemt ze nu ook zaken gerelateerd aan duurzame ontwikkeling op in haar projecten"
10,5,In tegenstelling tot vele andere internationele milieuorganisaties tracht ze niet om de bevolking te mobiliseren om het behoud van natuur te steunen
10,6,"De organisatie tracht daarentegen de acties van overheden, bedrijven en andere belanghebbenden te beïnvloeden door informatie en advies te geven en door samenwerkingenpartnerschappen op te bouwen"
10,7,"De organisatie is het meestbest bekend bij het grote publiek voor het samenstellen en publiceren van de ‘Rode Lijst van Bedreigde Soorten’, die de beschermde status van diersoorten wereldwijd beoordeeldbeoordeelt"
10,8,De organisatie telt vandaag ongeveer een duizendtal voltijdse werknemers in meer dan vijftig landen
11,0,Een kentekenplaat is een plaat in metaal of plastiek bevestigd aan een voortuig ter identificatie
11,1,"Alle landen vereisen kentekenplaten voor wegvoertuigen zoals auto’s, vrachtwagens en motorfietsen"
11,2,"Of ze ook vereist zijn voor andere voertuigen zoals fietsen, boten, of tractors kan verschillen per rechtsgebied"
11,3,De registratie identificatiecodeDe registratiecode is een serie van letters en cijfers die een unieke identificatie vormt binnen de regio die het voertuigregister uitgeeft
11,4,"In sommige landen is de identificatiecodeidentiteit uniek binnen het gehele land, terwijl het in andere landen uniek is binnen een staat of provincie"
11,5,Frankrijk was het eerste land die de kentekenplaat introduceerde aan het einde van de negentiende eeuw
11,6,"Vroeg in de twintigste eeuw was er zoveel variatie in de grootte en vorm tussen het ene rechtsgebied en het andere, dat het noodzakelijk was om nieuwe gaten te boren in het voertuig om de nieuwe plaat te bevestigen als iemand verhuisde"
11,7,"Gestandaardiseerde platen kwamen er eind jaren vijftig, toen constructeurs in de auto industrie tot een overeenkomst kwamen met overheden en internationale organisaties"
