Text_ID,Sentence_Number,text
2,8,"Doping karşıtı otoriteler tekrar tekrar performans arttırıcı ilaçların kullanımının ""sporun ruhuna"" aykırı olduğunun altını çiziyorlar"
3,0,"Avustralya, Tasmanya ve Yeni Gine'ye özgü olan Tasmanya kaplanı veya diğer adı ile Tasmanya kurdunun soyu ancak yirminci yüzyıla kadar ulaşabildi"
3,1,Avustralya'nın Avrupalılar tarafından iskanından sonra soyu tükenen birçok türden sadece biri olmasına rağmen kaybolan türler arasında en bilinenidir
3,2,"Tasmanya kurdu, her iki cinsinin de kese taşıdığı bilinen, iki keseli memeli türünden biriydi"
3,3,"Erkek Tasmanya kurdu, üreme organlarını kapatan ve koruyucu bir kılıf gibi davranan bir keseye sahipti"
3,4,"Tasmanya kurdu, aşırı seyrek nüfuslu bölgelerde hayatta kalma ve avlanma kabiliyeti sayesinde zorlu bir avcı olarak nam salmıştır"
3,5,İngilizlerin Avusturalya anakarasına yerleşmesinden önce sayıları ciddi oranda azalmış veya tükenmiş olabilir fakat Tasmanya adasında varlıklarını bir süre daha devam ettirebilmişlerdir
3,6,Aşırı sayıda gerçekleşen ve ödüllerle teşvik edilen avlanma etkinleri büyük oranda Tasmanya kurdunun sonunu getirmiştir
3,7,Fakat bununla birlikte çeşitli hastalıklar ve türün doğal yaşam alanın tahrip edilmesi gibi başka faktörlerin de neslin tükenmesinde rol oynadığı düşünülüyor
3,8,Resmi olarak soyu tükenenler arasına girse de somut bir kanıt bulunmamasına rağmen hala Tasmanya kurtlarının seslerini duyduğunu veya izlerini gördüğünü beyan eden yerliler var
4,0,"Dünya Sağlık Örgütü Anayasası'nın yürürlüğe girdiği tarih olan 7 Nisan, Dünya Sağlık Günü olarak kutlanmaktadır"
4,1,Bütün dünya ülkelerinin daha sağlıklı koşullarda yaşaması ve sağlıklı toplumlar yaratılması için kurulan örgüt her yıl seçmiş olduğu bir tema ile dünya sağlığını tehdit eden unsurlara farkındalık yaratmayı hedefliyor
4,2,"Bedenen, ruhen ve sosyal yönden tam bir iyilik hali olarak tanımlanan sağlık kavramının hayatımızda hiçbir kavramın yerine geçemeyecek kadar önemli olduğu vurgulanıyor"
4,3,"Örneğin örgüt bu yılki Dünya Sağlık Günü temasını “Evrensel sağlık kapsamı; herkes, her yerde” olarak belirledi"
4,4,"“Herkes İçin Sağlık” sloganı ile yürütülecek kampanya, tüm bireylerin maddi sıkıntıyla karşı karşıya kalmadan, ihtiyaç duydukları sağlık hizmetlerini almaları anlamına gelir"
4,5,"Bunun anlamı ise, sağlığın teşviki ve geliştirilmesi, korunma, tedavi, rehabilitasyon, bakım ve temel sağlık hizmetleridir"
4,6,"Daha önceki yıllarda da depresyon, gıda güvenliği ve obezite gibi toplum sağlığını tehdit eden pek çok farklı konu ön plana çıkmıştır"
5,0,"Teleskop, uzaydan gelen her türlü radyasyonu alıp görüntüleyen astronomların kullandığı, bir rasathane cihazıdır"
5,1,On yedinci yüzyılın başında Hollandalı bir gözlük üreticisi tarafından icat edilmiş ve ilk defa Galileo Galilei tarafından gökyüzü gözlemleri yapmakta kullanılmıştır
5,2,Objektif cinsine göre kırıcı ve yansıtıcı olmak üzere iki çeşit teleskop vardır
5,3,"Teleskobun gücü, topladığı ışık miktarıyla orantılıdır, objektif çapı büyüdükçe ışık toplama kabiliyeti de artar"
5,4,Teleskopta teşekkül eden görüntünün netliği ise atmosferin menfi yönde etkisine bağlı olarak değişir
5,5,Teleskoptaki kararlılık iki yay saniyesi için geçerlidir
5,6,"Atmosfer şartları, bazen bu açıda saplamalara neden olabilir"
5,7,Bu durumda inceleme yapılan yıldız değil de yakınındaki diğer yıldıza ait görüntüler kaydedilebilir
5,8,"Uzaydaki cisimlerden yansıyarak veya doğrudan doğruya gelen, gözle görülen veya görülemeyen ışık ve radyo dalgaları gibi her türlü elektromanyetik yayınlar evren hakkında bilgi toplamaya yarayan önemli delillerdir"
5,9,Bu deliller ya klasik manada optik teleskoplarla veya çok daha modern radyo teleskoplarla incelenir
6,0,"Şarap tadımı, şarabın duyumsal olarak incelenmesi ve değerlendirilmesidir"
6,1,"Şarap tadım pratiği şarap üretimi kadar antikken, daha biçimsel bir metodoloji orta çağların sonlarından günümüze yavaşça oluşmaktadır"
6,2,"Modern, profesyonel şarap tadımcıları şarabın algılanan lezzet çeşitlerini, aromasını ve genel karakteristiğini tarif etmek için kullanılan sürekli olarak gelişen özelleşmiş terminolojiyi kullanırlar"
6,3,Son yıllarda hem uzmanlarda hem de tüketicilerde şarap tadımı güvenilirliğini zorlayan sonuçlar ortaya çıktı
6,4,"Örneğin, araştırmalar insanların daha pahalı şarabın daha ucuz şaraba göre daha fazla arzulanan karakteristiğe sahip olmasını beklediklerini göstermiştir: Tadımcılar verilen şarabın gerçek olmayan bir şekilde pahalı olduğu söylendiğinde, neredeyse her zaman aynı şarap onlara ucuz olduğu söylendiğinden daha lezzetli olduğunu belirttiler"
6,5,"Başka çalışmalar gösteriyor ki tadımcıların kararları coğrafi köken, itibar veya diğer etkenlerin bilinmesiyle etki altında kalabiliyor"
6,6,Objektif şarap tadımı bu yüzen şarabın kör tadımını gerektirir- bu tadımcının şarabın etiketini veya şişenin şeklini görmemesidir
6,7,Kör tadım ayrıca şarabın siyah şarap bardağında şarabın rengini maskeleyecek şekilde servis edilmesini de içerir
7,0,"Nar ekşisi, nar suyunun içindeki şekerin karamelize olmasını sağlayıp suyunun uçurulmasıyla elde edilen bir üründür"
7,1,Nar ekşisi çoğunlukla salata sosu olarak kullanılır fakat bezen ana yemeklere de katılır
7,2,nan Nar ekşisi isminden de anlaşıldığı gibi mayhoş bir tada sahiptir
7,3,Mayhoş tadının yanında şeker içeriği nedeniyle ağızda tatlı bir his de bırakır
7,4,İçindeki yüksek şeker oranı dolayısıyla daha tatlı tatlar tercih edilen uluslararası mutfaklar tarafından da benimsenmiştir
7,5,Son derece kıvamlı bir besin maddesi olduğu için çoğu zaman akıp dökülmesi için bir süre beklemek gerekir
7,6,Doğal yapılmış ya da hazır alınmış olması fark etmeksizin; nar ekşisi kolayca donan bir maddedir
7,7,Özellikle buzdolabında muhafaza edildiğinde kullanılması zor bir hal alır
7,8,"Şişede renk daha yoğunken, döküldüğünde koyu karamel rengini andırır"
7,9,Nar ekşisinin yoğun tadına karşın abartılacak yoğunlukta bir kokusu bulunmamaktadır
8,0,"Arıcılık, balarısı kolonilerinin beslenmesi ve bakımı ile arı ürünleri üretme faaliyetidir"
8,1,Zirai kazanç elde etmeyi amaçlayanların yanında arıların soyunu devam ettirmek isteyenler tarafından da hobi olarak yapılmaktadır
8,2,"Arıcılıkta bal ile birlikte balmumu, polen ve arı sütü gibi arı ürünleri de elde edilebilir"
8,3,"Arıcılık, eskiden dededen, babadan, komşudan görerek yetişmiş arıcılar tarafından geleneksel yöntemlerle yapılmıştır"
8,4,Günümüzde ise bilimsel ve teknolojik gelişmelerin arıcılık alanında yarattığı gelişmelere paralel olarak daha modern yöntemlere dayalı üretim modellerine geçiş yapılmıştır
8,5,"Bal, tarih öncesi dönemlerden itibaren hem dinsel ve büyüsel içerikli ritüellerde hem de geleneksel tedavi, beslenme geleneği ve halk edebiyatı içinde çeşitli şekillerde yer almış kültürel bir üründür"
8,6,"Örneğin, okunan tabletler eski Mısırlıların dört bin yıl öncesinden beri balı besin, ilaç ve dini amaçlarla kullandıklarını göstermektedir"
8,7,İspanya'nın güney bölgesindeki bir mağaranın duvarında bulunan arıcı tasvirleri ise arıcılığın yaklaşık olarak on beş bin yıllık geçmişi olduğunu göstermektedir
8,8,Bu yüzden arıcılığın tarihi neredeyse insanlık tarihi kadar eskidir
9,0,"Bayrak belli bir ülkenin, topluluğun ya da bir kuruluşun simgesi olarak kullanılan, renk ve biçimi özel olarak tasarlanmış ve genellikle bir göndere çekilen veya bir yere asılan kumaş parçalarıdır"
9,1,Her ülkenin bağımsızlığını simgeleyen bir bayrağı vardır
9,2,Birkaç istisna dışında genellikle dikdörtgen şeklindedir
9,3,"Bayrak sözcüğünün aslı Türkçede mızrak sözcüğüne dayanmaktadır, ""Toprağa batırılan mızrak"" anlamındaki sözcüğünün zamanla ""dalgalanan milli simge""ye kaymasıyla ortaya çıkmıştır"
9,4,Orta Çağ'ın ortalarında bayraklar savaşlarında asilzadelerin kendilerini belli etmek için kullandıkları semboller halinde geldi
9,5,Bayrak taşıyan bir şövalyeyi ayırt etmek kalkanında arma bulunan bir şövalyeyi ayırt etmekten daha kolaydı
9,6,On yedinci yüzyılın ortalarındaki Yelken Çağı'nın zirve dönemlerinde gemiler geleneksel olarak tabiiyetlerini belli eden bayraklar taşıyordu
9,7,Bu aynı zamanda denizcilikte bir iletişim yolu haline de geldi
9,8,Bu bayraklar zaman içerisinde günümüzün ulusal bayraklarına ve denizcilik bayraklarına dönüştü
10,0,Dünya Doğa ve Doğal Kaynakları Koruma Birliği doğanın korunması ve doğal kaynakların sürdürülebilir kullanımı alanında çalışan uluslararası bir kuruluştur
10,1,"Veri toplama ve analiz, araştırma, saha projeleri, savunma ve eğitim alanlarında faaliyet göstermektedir"
10,2,"Misyonu ""dünyadaki toplumları doğayı korumak için etkilemek, teşvik etmek ve yardımcı olmak ve doğal kaynak kullanımının adil ve ekolojik olarak sürdürülebilir olmasını sağlamak"" tır"
10,3,"Geçtiğimiz on yıllar boyunca, organizasyon koruma ekolojisinin ötesinde odağını genişletti ve şimdi projelerinde sürdürülebilir kalkınma ile ilgili konuları içeriyor"
10,4,"Pek çok uluslararası çevre kuruluşlarının aksine, bu organizasyon halkı doğanın korunmasına destek olarak seferber etmeyi amaçlamamaktadır"
10,5,"Bunun yerine, organizasyon bilgi, tavsiye sağlayarak ve ortaklıklar kurarak hükümetlerin, iş dünyasının ve diğer paydaşların faaliyetlerini etkilemeye çalışır"
10,6,Organizasyon geniş kitlelerce dünyadaki türlerin korunma durumunu değerlendiren “Tehdit Edilen Türlerin Kırmızı Listesi”ni derlediği ve yayınladığı için bilinir
10,7,"Bugün, organizasyon elliden fazla ülkede yaklaşık bin tam zamanlı personel istihdam etmektedir"
11,0,"Taşıt kayıt plakası, resmi tanımlama amacıyla bir araca tutturulmuş metal veya plastik bir plakadır"
11,1,"Tüm ülkeler, araba, kamyon ve motosiklet gibi karayolu taşıtları için plakalara ihtiyaç duymaktadır"
11,2,"Plakaların bisiklet, tekne veya traktör gibi diğer araçlar için gerekli olup olmadığı yasalarca değişiklik gösterebilir"
11,3,"Kayıt tanımlayıcı, veren bölgenin araç kaydındaki verilen bölge içerisinde araç sahibini benzersiz şekilde tanımlayan bir dizi harf ve rakamdır"
11,4,"Bazı ülkelerde, bu kimlik tüm ülke içerisinde tekilken bazılarında bölge ve il dahilinde tekildir"
11,5,"Fransa, on dokuzuncu yüzyılın sonlarında kayıt plakasını tanıtan ilk ülkeydi"
11,6,"Yirminci yüzyılın başlarında plakaların boyutları ve şekilleri bir yetki alanından diğerine değişiyordu, öyle ki eğer bir kişi taşınırsa, yeni levhayı desteklemek için otomobile yeni delikler açılması gerekiyordu"
11,7,"Plakaların standardizasyonu ellilerin sonlarında, otomobil üreticileri, hükümetlerle ve uluslararası kuruluşlarla anlaşmaya varınca gerçekleşti"
