Text_ID,Sentence_Number,text
8,3,"Egyptissä mehiläishoito tunnettiin jo varhain ja useiden faaraoiden, esimerkiksi Tutankhamonin, haudoista on löydetty sinetöityjä hunaja- astioita"
8,4,"Aluksi hunajaa kerättiin villimehiläisten pesistä, mutta myöhemmin opittiin rakentamaan keinotekoisia mehiläispesiä mm"
8,5,"ontoista puunrungoista, oljesta ja saviruukuista Nykyisin mehiläisille rakennetaan irtokehäisiä pesiä, joissa vahakakut riippuvat irrallaan tukien varassa"
8,6,"Mehiläispesät koostuvat osastoista, jotka on asetettu päällekkäin torniksi"
8,7,"Mehiläisten hoidossa käytetään suojavarusteita, jotka suojaavat mehiläisten pistoilta"
8,8,"Moni tarhaaja tuntuu kuitenkin siedättyvän mehiläisiä hoitaessaan, eli oireet lievenevät, kun pistoja tulee jatkuvasti"
8,9,Tutkimusten mukaan tarhaajilla onkin korkea määrä mehiläismyrkyn päävastageeniin reagoivia vasta- aineita
8,10,Silti tietysti etenkin vakavia reaktiota saaneiden on suojauduttava pistoilta mahdollisimman hyvin
9,0,"Kansallislippu on lippu, joka edustaa valtiota tai maata ja toimii sen kansallissymbolina"
9,1,"Alun perin lippuja käytettiin merkkeinä sotatantereella, ja vasta 1600- luvulla niitä alettiin käyttää sotatilanteiden ulkopuolella"
9,2,Kansa omaksui lippujen käytön Ranskan vallankumouksen myötä 1700- luvulla
9,3,Tällöin syntyivät kansallisliput ja lippujen kuviointi yksinkertaistui
9,4,"Kolme neljäsosaa nykyisistä kansallislipuista on toisen maailmansodan jälkeiseltä ajalta ja vain 12 valtiolla on lippu, joka on otettu käyttöön ennen vuotta 1800"
9,5,"Vanhin kansallislippu on Tanskalla, joka on 1200- luvulta"
9,6,Kansallisliput voivat edelleen muuttua tai vaihtua historian käänteissä
9,7,Perustuslaissa useimmiten kuvaillaan kansallislipun ulkonäkö
9,8,"Liput ovat lähes aina suorakaiteen muotoisia, toisin kun niitä edeltäneet keskiajan armeijoiden liput, jotka olivat muodoltaan vaihtelevampia"
9,9,Tänä päivänä ainoana poikkeuksena suorakulman muotoisiin lippuihin on kahdesta kolmiosta muodostuva Nepalin lippu
9,10,Sveitsin sekä Vatikaanin liput ovat ainoita neliön muotoisia lippuja
9,11,"Väreistä suosituimpia ovat valkoinen, sininen, punainen ja vihreä"
9,12,"Joidenkin maiden lipuissa on hyvinkin samankaltaisia värejä ja symboleja, vaikka lippujen on tarkoitus olla ainutlaatuisia kansallissymboleja"
10,0,Kansainvälien luonnonsuojeluliitto on luonnonsuojelun ja luonnonvarojen kestävän käytön aloilla toimiva kansainvälinen organisaatio
10,1,"Toimintaan kuuluu aineiston keräämistä ja analysointia, tutkimusta, kenttäprojekteja, oikeusasioiden ajamisesta sekä koulutusta"
10,2,"Organisaation tehtävä on ”vaikuttaa, rohkaista ja auttaa yhteisöjä kautta maailman suojelemaan luontoa ja varmistaa luonnonvarojen käytön olevan kohtuullista ja ekologisesti kestävää”"
10,3,Menneiden vuosikymmenten aikana organisaatio on laajentanut toimintaansa keskittyen projekteissaan nykyään suojeluekologian lisäksi myös kestävän kehityksen kysymyksiin
10,4,"Toisin kuin monet muut kansainväliset ympäristöorganisaatiot, Kansainvälinen luonnonsuojeluliitto ei tähtää laittamaan kansaa liikkeelle luonnonsuojelua tukeakseen"
10,5,"Sen sijaan se yrittää vaikuttaa hallitusten, yritysten ja sidosryhmien tekoihin tarjoamalla heille tietoa ja neuvoa, sekä rakentamalla kumppanuuksia"
10,6,"nan Parhaiten organisaatio tunnetaan julkaisemastaan ”uhanalaisten lajien punaisesta listasta”, joka määrittää maailman lajien suojelutilanteen"
10,7,Tänä päivänä Kansainvälinen luonnonsuojeluliitto työllistää noin tuhat kokopäiväistä työntekijää yli 50 maassa
11,0,"Ajoneuvon rekisterikilpi on metallinen tai muovinen ajoneuvoon kiinnitetty kilpi, josta auto virallisesti tunnistetaan"
11,1,"Kaikki maat vaativat rekisterikilven autojen, rekkojen ja moottoripyörien kaltaisille tieajoneuvoille"
11,2,"Hallintoalueiden mukaan vaihtelee, vaaditaanko rekisterikilpeä muille ajoneuvoille, kuten polkupyörille, veneille tai traktoreille"
11,3,"Rekisteritunnus on sarja kirjaimia ja numeroita, joiden perusteella tunnistetaan ajoneuvon omistaja tunnuksen antaneen alueen ajoneuvorekisteristä"
11,4,"Joissakin maissa tunnukset ovat maan sisällä ainutlaatuisia, kun taas toisissa osavaltion tai maakunnan sisäisiä"
11,5,Ranska otti ensimmäisenä maana rekisterikilvet käyttöön 1800- luvun loppupuolella
11,6,"1900- luvun alussa kilvet olivat erikokoisia ja -muotoisia hallintoalueesta riippuen, eli muuton ohessa autoon piti porata uudet reiät uutta kilpeä varten"
11,7,"Kilpien standardisointi tuli voimaan 50- luvun lopulla, kun autojen valmistajat pääsivät sopimukseen hallitusten ja kansainvälisten organisaatioiden kanssa"
