Text_ID,Sentence_Number,text
3,4,"Για παράδειγμα, στον αρσενικό θυλακίνο, ο μάρσιπος χρησίμευε για την προστασία των εξωτερικών αναπαραγωγικών του οργάνων κατά τη διάρκεια του κυνηγιού"
3,5,"Ο θυλακίνος χαρακτηρίζεται από την αυξημένη ικανότητα επιβίωσης, αφού εξασφαλίζει την τροφή του ακόμη και σε εξαιρετικά αραιοκατοικημένες περιοχές"
3,6,Η σημαντική μείωση ή η εξαφάνιση του θυλακίνου από την Αυστραλία υπολογίζεται πριν τη βρετανική αποικιοκρατία∙ αντιθέτως στην Τασμανία συνέχισε να επιβιώνει
3,7,"Χρηματικές αμοιβές για το κυνήγι θυλακίνου, η εξάπλωση ασθενειών, η εμφάνιση σκύλων και η παρέμβαση του ανθρώπου στο περιβάλλον θεωρούνται μερικές από τις αιτίες εξαφάνισης του θυλακίνου"
3,8,"Παρόλο που επίσημα θεωρείται ως εξαφανισμένο είδος, εντούτοις υπάρχουν μαρτυρίες που υποστηρίζουν το αντίθετο –παραμένουν όμως ανεπιβεβαίωτες πληροφορίες"
4,0,"Κάθε χρόνο, στις πέντε Ιουνίου, γιορτάζεται η Παγκόσμια Ημέρα Περιβάλλοντος (ΠΗΠ), η οποία αποτελεί την κύρια εκδήλωση των Ηνωμένων Εθνών και στοχεύει στην ενημέρωση του κοινού για τα περιβαλλοντικά προβλήματα που αντιμετωπίζει η ανθρωπότητα"
4,1,"Γιορτάστηκε για πρώτη φορά το 1974 με την πραγματοποίηση μίας σημαντικής εκστρατείας που στόχευε στην ευαισθητοποίηση του κοινού για μία σειρά από πρωτοεμφανιζόμενα τότε προβλήματα όπως η ρύπανση της θάλασσας, η αύξηση του πληθυσμού και της θερμοκρασίας"
4,2,Η ΠΗΠ πλέον γιορτάζεται σε περισσότερες από εκατό χώρες
4,3,"Τα θέματα που απασχολούν την ΠΗΠ διαφοροποιούνται κάθε χρόνο, και κυβερνήσεις, οργανώσεις και διάσημες προσωπικότητες ενώνουν τη φωνή και τις δυνάμεις τους για να παρακινήσουν τους πολίτες να στηρίξουν την εκστρατεία"
4,4,"Για παράδειγμα, το 2018 η εκστρατεία ήταν αφιερωμένη στην αντιμετώπιση της πλαστικής ρύπανσης"
4,5,Καλούσε τους πολίτες να μειώσουν τη χρήση πλαστικών στην καθημερινότητά τους
4,6,"Η συλλογική αυτή δράση στόχευε στη μείωση της χρήσης των πλαστικών προϊόντων μίας χρήσης, καθώς η βλάβη που προξενεί η χρήση τους στο περιβάλλον είναι ανεπανόρθωτη"
4,7,Η κυβέρνηση μάλιστα της Ινδίας δεσμεύτηκε ότι μέχρι το 2022 κανένας στη χώρα δε θα χρησιμοποιεί πλαστικά μίας χρήσης
5,0,"Η διόρθωση ή η ενίσχυση της όρασης σε ένα από τα δύο μάτια γίνεται με ένα είδος μονού διορθωτικού φακού, γνωστού ως μονόκλ"
5,1,"Ο φακός αυτός έχει σχήμα κυκλικό, πλαισιώνεται από σύρμα και ενώνεται με μία αλυσίδα"
5,2,Η αλυσίδα συνδέεται με το ρούχο του ανθρώπου που το φορεί για να μη χαθεί ο φακός
5,3,Η χρήση του μονόκλ συνδέθηκε με την αριστοκρατία του δέκατου ένατου αιώνα
5,4,"Οι αριστοκράτες της τότε εποχής συνήθιζαν να φορούν καπέλο, μακρύ παλτό και το χαρακτηριστικό μονόκλ ολοκλήρωνε την εμφάνισή τους"
5,5,"Επίσης, οι αξιωματικοί του στρατού συνήθιζαν, την ίδια εποχή, να κυκλοφορούν με ένα μονόκλ στο μάτι"
5,6,Στις μέρες μας δε συνηθίζεται η χρήση του μονόκλ
5,7,"Η σημαντική πρόοδος που σημειώθηκε στον τομέα της οπτομετρίας επιτρέπει πλέον την ακριβή καταγραφή της οπτικής λειτουργίας και, κατ’ επέκταση, τη δημιουργία γυαλιών και φακών επαφής με διαφορετικά χαρακτηριστικά για το κάθε μάτι"
6,0,Η γευσιγνωσία κρασιού αφορά την αισθητηριακή nan αξιολόγησή του
6,1,"Παρόλο που η πρακτική της γευσιγνωσίας είναι τόσο αρχαία όσο και η παραγωγή του κρασιού, ωστόσο μια πιο τυποποιημένη μεθοδολογία έχει καθιερωθεί σταδιακά από τα τέλη του μεσαίωνα και μετά"
6,2,"Οι σύγχρονοι δοκιμαστές κρασιού χρησιμοποιούν μια εξειδικευμένη ορολογία για να περιγράψουν το εύρος των γεύσεων, αρωμάτων και γενικών χαρακτηριστικών ενός κρασιού"
6,3,"Τα τελευταία χρόνια, ορισμένα ευρήματα αμφισβητούν την αξιοπιστία της γευσιγνωσίας του κρασιού τόσο από ειδικούς όσο και απλούς καταναλωτές"
6,4,"Για παράδειγμα, έρευνες δείχνουν ότι οι άνθρωποι αναμένουν ότι το ακριβότερο κρασί θα έχει πιο επιθυμητά χαρακτηριστικά σε σχέση με το φθηνότερο κρασί"
6,5,"Όταν προσφέρεται στους δοκιμαστές κρασί το οποίο έχει χαρακτηριστεί ως ακριβό ενώ δεν είναι, τότε το αξιολογούν ως γευστικά καλύτερο, συγκριτικά με την περίπτωση που χαρακτηρίζεται ως φθηνό"
6,6,"Άλλες μελέτες δείχνουν ότι η κρίση των γευσιγνωστών επηρεάζεται από τη γνώση των λεπτομερειών του κρασιού, όπως η γεωγραφική προέλευση, η φήμη ή άλλοι παράγοντες"
6,7,"Επομένως, η γευσιγνωσία κρασιού για να θεωρηθεί αντικειμενική απαιτεί τυφλή δοκιμασία – ο δοκιμαστής δεν πρέπει να δει την ετικέτα ή το σχήμα του μπουκαλιού"
6,8,Η τυφλή δοκιμασία μπορεί επίσης να περιλαμβάνει το σερβίρισμα του κρασιού σε ποτήρι μαύρου χρώματος για να καλύπτεται το χρώμα του κρασιού
7,0,Ο χυμός πορτοκαλιού παράγεται με το στύψιμο πορτοκαλιών
7,1,"Μπορεί να διατηρηθεί για μεγάλο χρονικό διάστημα, αν παστεριωθεί και αφαιρεθεί το οξυγόνο του"
7,2,"Η διαδικασία αυτή όμως αλλοιώνει τη γεύση του χυμού, με αποτέλεσμα να απαιτείται η προσθήκη τεχνητών βιταμινών με βάση το πορτοκάλι"
7,3,Ορισμένοι χυμοί υπόκεινται σε περαιτέρω επεξεργασία όπως είναι η αποξήρανση που ακολουθείται από την προσθήκη νερού στο χυμό ή η συμπύκνωση που ακολουθείται από την προσθήκη νερού στο συμπυκνωμένο προϊόν
7,4,"Οι απόψεις που αφορούν τη θρεπτική αξία του χυμού διίστανται: παρόλο που ο χυμός πορτοκαλιού είναι πλούσιος σε βιταμίνη Γ, εντούτοις συγκεντρώνει υψηλά ποσοστά σακχάρων, παρόμοια με εκείνα των αναψυκτικών"
7,5,"Ως αποτέλεσμα, σε ορισμένα κράτη οι επαγγελματίες που ασχολούνται με τη διατροφή προωθούν την κατανάλωση φυσικών φρούτων αντί χυμών, τα οποία χωνεύονται με πιο αργό ρυθμό, περιορίζοντας έτσι την ημερήσια κατανάλωση"
8,0,"Η μελισσοκομία αφορά τη συγκέντρωση μελισσών σε κυψέλες, ιδίως εκείνων που παράγουν μέλι"
8,1,"Ο μελισσοκόμος συγκεντρώνει τις μέλισσες για διάφορους λόγους όπως η συλλογή μελιού και των παραγόμενων από την κυψέλη προϊόντων (πχ, κηρήθρα), η επικονίαση καλλιεργειών και η πώληση των μελισσών σε άλλους μελισσοκόμους"
8,2,"Η μελισσοκομία έχει αρκετά παλιά παράδοση, αφού απεικονίζεται σε ζωγραφικές παραστάσεις τεσσάρων χιλιάδων ετών που ανακαλύφθηκαν στην Αίγυπτο"
8,3,"Στα παλιά χρόνια, η συλλογή του μελιού γινόταν από φυσικές κυψέλες με τη βοήθεια του καπνού και το μέλι αποθηκευόταν σε δοχεία, μερικά από τα οποία βρέθηκαν στις πυραμίδες του Φαραώ"
8,4,"Μετά τον δέκατο όγδοο αιώνα, η μελέτη της βιολογίας των μελισσών οδήγησε στην εφεύρεση τεχνητών κυψελών στην Ευρώπη, οι οποίες επέτρεπαν τη συγκομιδή του μελιού χωρίς την καταστροφή ολόκληρης της αποικίας μελισσών"
8,5,"Στις μέρες μας, ορισμένοι μελισσοκόμοι υποστηρίζουν ότι αποκτούν ανοσία στα τσιμπήματα και ότι είναι σημαντικό για την ασφάλειά τους να δέχονται κάθε χρόνο ορισμένα τσιμπήματα από μέλισσες"
8,6,"Τα ευρήματα πρόσφατων ερευνών υποστηρίζουν ότι οι μελισσοκόμοι έχουν υψηλά επίπεδα αντισωμάτων, τα οποία μάλιστα αποτελούν και το αντίδοτο στο κεντρί της μέλισσας"
9,0,"Κάθε χώρα έχει τη δική της σημαία, η οποία αποτελεί το επίσημο εθνικό της σύμβολο"
9,1,Ανάρτηση της σημαίας γίνεται τόσο σε κυβερνητικά κτίρια όσο και σε σπίτια απλών πολιτών
9,2,Η επιλογή των χρωμάτων και των συμβόλων της εθνικής σημαίας δεν είναι τυχαία
9,3,Η προέλευση των σημαιών ιστορικά σχετίζεται με το πεδίο της μάχης στο οποίο οι σημαίες αποτελούσαν τα στρατιωτικά σύμβολα των αντιμαχόμενων πλευρών
9,4,Η ανάρτηση των σημαιών εκτός πεδίου μάχης καθιερώθηκε μόλις στις αρχές του δέκατου έβδομου αιώνα
9,5,Η σημαία της κάθε χώρας συνήθως περιγράφεται στο σύνταγμα της χώρας της
9,6,"Το σχήμα όλων των σημαιών είναι ορθογώνιο, με μοναδική εξαίρεση τη σημαία του Νεπάλ που έχει τριγωνικό σχήμα"
9,7,"Οι διαστάσεις των σημαιών δεν είναι προκαθορισμένες, με αποτέλεσμα να παρουσιάζεται ποικιλία στο μήκος και το πλάτος τους"
9,8,"Στις σημαίες μάλιστα δύο χωρών, της Ελβετίας και του Βατικανού, το μήκος είναι ίσο με το πλάτος"
9,9,"Το κόκκινο, το άσπρο, το πράσινο και το μπλε αποτελούν τα συνήθη χρώματα των σημαιών"
9,10,"Παρόλο που η εθνική σημαία αποτελεί ένα μοναδικό σύμβολο για τη χώρα που αντιπροσωπεύει, εντούτοις παρατηρούνται σημαίες με παρόμοια χρώματα και σχέδια"
10,0,Η Διεθνής Ένωση Προστασίας της Φύσης εργάζεται για την προστασία της φύσης και της ορθής χρήσης των φυσικών πόρων
10,1,"Δραστηριοποιείται στους τομείς της συλλογής και ανάλυσης δεδομένων, της έρευνας, των κατά τόπους έργων, της νομικής προστασίας και της εκπαίδευσης"
10,2,"Αποστολή της είναι να «επηρεάσει, να ενθαρρύνει και να βοηθήσει τις κοινωνίες σε όλο τον κόσμο να προστατεύσουν τη φύση και να διασφαλίσουν ότι η χρήση των φυσικών πόρων είναι δίκαιη και οικολογικά βιώσιμη»"
10,3,"Τις τελευταίες δεκαετίες, η οργάνωση έχει διευρύνει τους τομείς δράσης της ενσωματώνοντας στα προγράμματά της, πέρα από θέματα προστασίας της φύσης, θέματα αειφόρου ανάπτυξης"
10,4,"Σε αντίθεση με πολλές άλλες διεθνείς περιβαλλοντικές οργανώσεις, δεν αποσκοπεί στην κινητοποίηση του κοινού"
10,5,"Αντιθέτως, προσπαθεί να επηρεάσει τις δράσεις κυβερνήσεων, επιχειρήσεων και άλλων εμπλεκομένων με την παροχή πληροφοριών, συμβουλών και την ανάπτυξη συνεργασιών"
10,6,"Η οργάνωση nan είναι γνωστή στο ευρύτερο κοινό για τη σύνταξη και δημοσίευση της «Κόκκινης Λίστας Απειλούμενων Ειδών», η οποία αποτελεί ευρετήριο για την κατάσταση απειλούμενων ειδών φυτών και ζώων σε όλο τον κόσμο"
10,7,"Σήμερα, στην οργάνωση απασχολούνται με καθεστώς πλήρους απασχόλησης περίπου χίλια άτομα σε περισσότερες από πενήντα χώρες"
11,0,Οι πινακίδες κυκλοφορίας είναι μεταλλικές ή πλαστικές και τοποθετούνται στα αυτοκίνητα για σκοπούς αναγνώρισης από τις αρχές
11,1,"Σε όλες τις χώρες απαιτούνται πινακίδες κυκλοφορίας για οχήματα, όπως αυτοκίνητα, φορτηγά και μοτοσικλέτες"
11,2,"Κατά πόσο είναι υποχρεωτικές και σε άλλα μεταφορικά μέσα, όπως ποδήλατα, σκάφη ή τρακτέρ, εξαρτάται από τη νομοθεσία του κάθε κράτους"
11,3,"Για σκοπούς αναγνώρισης, στις πινακίδες κυκλοφορίας αναγράφεται ένας συνδυασμός γραμμάτων και αριθμών, ο οποίος είναι μοναδικός και καταχωρείται στο μητρώο οχημάτων της χώρας έκδοσης"
11,4,"Σε ορισμένες χώρες, ο συνδυασμός αυτός είναι μοναδικός σε ολόκληρη την επικράτεια της χώρας, ενώ σε άλλες χώρες είναι μοναδικός εντός μίας πολιτείας ή περιφέρειας"
11,5,"Η Γαλλία ήταν η πρώτη χώρα που εισήγαγε τις πινακίδες κυκλοφορίας, στα τέλη του δεκάτου ενάτου αιώνα"
11,6,"Στις αρχές του εικοστού αιώνα, οι πινακίδες κυκλοφορίας είχαν διαφορετικό μέγεθος και σχήμα ανά χώρα, με αποτέλεσμα, σε περίπτωση μετακόμισης, να απαιτούνται νέες τρύπες στο αυτοκίνητο για στήριξη της νέας πινακίδας"
11,7,"Οι πινακίδες τυποποιήθηκαν στα τέλη της δεκαετίας του πενήντα, όταν οι κατασκευαστές αυτοκινήτων κατέληξαν σε συμφωνία με κυβερνήσεις και διεθνείς οργανισμούς"
