Text_ID,Sentence_Number,text
3,6,"Тилацин практически исчез или даже полностью вымер в материковой Австралии еще до прибытия британцев, но всё ещё водился на острове Тасмания, пока не подвергся массовому истреблению"
3,7,"Обычно в вымирании этого вида винят бесконтрольный отстрел для защиты скота, но были и другие факторы: болезни, появление собак, которых привезли с собой англичане, а также вторжение человека в естественную среду обитания тилацина"
3,8,"Хотя сумчатый волк официально считается вымершим, на Тасмании до сих появляются сообщения о встречах с ним, но ни одно из них пока не получило официального подтверждения"
4,0,Всемирный день окружающей среды отмечают ежегодно пятого июня
4,1,Организация Объединенных Наций использует этот день для распространения информации об охране природы
4,2,"Впервые эту дату отметили в 1974 году, и с тех пор празднование сопровождается широкомасштабными кампаниями, посвященными важнейшим экологическим проблемам: загрязнению мирового океана, перенаселенности планеты, глобальному потеплению"
4,3,"Праздник поддерживают крупные корпорации, правительственные и частные организации, а также знаменитости из разных стран, чтобы привлечь к экологическим проблемам внимание общественности"
4,4,"В этом событии ежегодно принимают участие более ста стран, и каждый раз выбирается новая тема"
4,5,"К примеру, лозунг прошлого года — «Пластиковому загрязнению — бой!»"
4,6,"Задачей этой кампании было вдохновить людей на изменение повседневных привычек, чтобы уменьшить загрязнение планеты пластиком"
4,7,"Особое внимание уделялось одноразовым пластиковым изделиям, которые считаются наиболее вредными для окружающей среды"
4,8,"Кампания принесла определенные плоды — так, правительство Индии обязалось ликвидировать весь одноразовый пластик в стране уже через четыре года"
5,0,"Монокль — это оптический прибор для коррекции зрения, используемый для одного глаза"
5,1,"Он состоит из одиночной линзы, как правило, с оправой"
5,2,"Оправа может быть оснащена цепочкой или шнурком, которые крепятся к одежде, чтобы не потерять монокль"
5,3,Монокль вошёл в моду одновременно с пенсне и широко использовался со второй половины девятнадцатого века вплоть до Первой мировой войны
5,4,"Монокль, как правило, носили мужчины — особую популярность он снискал среди гвардейских офицеров, особенно немецких, а также среди состоятельных людей из высших слоев общества"
5,5,"Несмотря на широкую распространенность этого аксессуара чуть больше века назад, сегодня монокли носят редко"
5,6,"В значительной степени это обусловлено достижениями в офтальмологии, благодаря которым аномалию рефракции теперь можно измерить более точно"
5,7,"В результате современные очки могут быть оснащены линзами разной силы для каждого глаза, с учётом индивидуальных особенностей зрения"
6,0,Дегустация — это сенсорный анализ и оценка вина
6,1,"Хотя дегустация вина — явление такое же древнее, как само виноделие, более или менее формальная методология дегустации начала постепенно зарождаться лишь с позднего средневековья"
6,2,"Современные профессиональные дегустаторы используют постоянно расширяющуюся терминологию, чтобы передать диапазон вкусов, ароматов и общих характеристик вина"
6,3,"В последние годы появились исследования, ставящие под сомнение надёжность результатов дегустации, полученных как экспертами, так и потребителями"
6,4,"Например, согласно результатам исследований, люди считают, что более дорогое вино будет обладать лучшими характеристиками, чем менее дорогое"
6,5,"Когда дегустаторам предлагают вино, которое неправильно описано как дорогое, они практически всегда оценивают его вкус выше, чем вкус того же самого вина, которое было представлено как дешевое"
6,6,"Другие исследования показывают, что на оценку вина дегустаторами влияет любая информация о нём, например, его географическое происхождение, репутация и прочие характеристики"
6,7,"Таким образом, для объективной дегустации требуется, чтобы вино подавалось вслепую, то есть так, чтобы дегустатор не видел этикетку или форму бутылки"
6,8,"Дегустация вслепую также может предполагать подачу вина в черном бокале, чтобы скрыть его цвет"
7,0,"Апельсиновый сок — это напиток, который получают из плодов апельсинового дерева"
7,1,"Апельсиновый сок с длительным сроком хранения, произведённый в промышленных условиях, получают путем тепловой обработки — пастеризации — и удаления из него кислорода"
7,2,"Этот процесс влияет на вкусовые качества сока, что вынуждает производителей добавлять усилители вкуса (как правило, это вытяжки из цитрусовых)"
7,3,"Более того, некоторые производители выпаривают сок и затем снова добавляют в него воду или разбавляют водой заранее изготовленный концентрат"
7,4,"Сложно сказать, насколько апельсиновый сок полезен для здоровья: несмотря на то, что он является важным источником витамина С, в нем содержится столько же простых сахаров, сколько в газированных напитках"
7,5,"Также необходимо учитывать, что употребление апельсинового сока на голодный желудок может обострить проблемы с кишечником или вызвать расстройство пищеварения"
7,6,"Кроме того, высокая кислотность этого напитка оказывает вредное воздействие на зубную эмаль, поэтому апельсиновый сок рекомендуют пить через соломинку"
8,0,"Пчеловодство — отрасль сельского хозяйства, которая занимается разведением медоносных пчёл для получения мёда, пчелиного воска и других продуктов, а также для опыления сельскохозяйственных культур с целью повышения их урожайности"
8,1,Пчеловодство было известно задолго до нашей эры — древнейшие изображения сделанных людьми ульев относятся ко временам Древнего Египта
8,2,"Более четырех тысяч лет назад для разведения пчел там сооружали простейшие ульи, а полученный мед хранили в кувшинах — некоторые из них даже были найдены в гробницах фараонов"
8,3,"Принципы пчеловодства оставались практически неизменными до восемнадцатого века, когда открытия в области биологии привели к изобретению разборных ульев, что позволило добывать мед, не разрушая всю пчелиную колонию"
8,4,"В наши дни считается, что чем больше укусов получает пчеловод, тем меньшую реакцию вызывает каждый из них, поэтому в целях безопасности пчеловодам рекомендуют быть ужаленными несколько раз в сезон"
8,5,"Действительно, недавние исследования показали, что таким образом у пчеловодов вырабатывается высокий уровень антител, реагирующих на главный антиген пчелиного яда"
9,0,"Национальный флаг — это флаг, который представляет и символизирует страну"
9,1,"Национальный флаг обычно создается по указу правительства страны, хотя также может быть предложен и ее гражданами"
9,2,При разработке национального флага все его цвета и символы имеют определенное значение
9,3,"Исторически флаги использовали в качестве военного знамени, чтобы обозначить расположение войск разных стран на поле боя"
9,4,Только в начале семнадцатого века флаги стали использовать в мирное время
9,5,"Национальный флаг, как правило, описан в конституции страны"
9,6,"Все национальные флаги имеют прямоугольную форму, за исключением единственного в своем роде треугольного флага Непала"
9,7,"Хотя пропорции флагов могут различаться, нет ни одного флага, у которого высота была бы больше ширины"
9,8,"Флаги Швейцарии и Ватикана — единственные национальные флаги, имеющие форму квадрата"
9,9,"Наиболее популярные цвета, используемые для национальных флагов, — красный, белый, зеленый и синий"
9,10,"Несмотря на то, что каждый национальный флаг создается как уникальный символ своей страны, многие флаги имеют очень похожие цвета и дизайн"
10,0,"Международный союз охраны природы — это международная организация, работающая в сфере охраны природы и экологически безопасного использования природных ресурсов"
10,1,"Она занимается сбором и анализом данных, исследованиями, полевыми проектами, правовой защитой и образованием"
10,2,"Ее миссия — «влиять, поощрять и помогать обществам во всем мире в охране природы и обеспечивать не ущемляющее ничьих интересов и экологически безопасное использование природных ресурсов»"
10,3,"В последние десятилетия организация расширила сферу деятельности и включила в свои проекты не только сохранение природы, но и вопросы экологически безопасного развития"
10,4,"В отличие от многих других международных экологических организаций, Союз не ставит цели задействовать общественность в деле охраны природы"
10,5,"Вместо этого организация стремится влиять на деятельность правительств, компаний и других крупных игроков, предоставляя им информацию и рекомендации и налаживая партнерские отношения"
10,6,"Организация известна широкой общественности в основном благодаря тому, что составляет и публикует «Красную книгу» — список видов, находящихся под угрозой исчезновения, в которой оценивает охранный статус видов во всем мире"
10,7,В настоящее время организация насчитывает около тысячи постоянных сотрудников в более чем пятидесяти странах
11,0,"Регистрационный номер транспортного средства — это металлическая или пластиковая табличка, которая помещается на транспортное средство в целях идентификации"
11,1,"Все страны требуют регистрационных знаков для таких наземных транспортных средств, как легковые и грузовые автомобили, а также мотоциклы"
11,2,"Обязательны ли они для других видов транспорта, например, для велосипедов, лодок и тракторов, зависит от местных законов"
11,3,"Регистрационный номер — это комбинация букв и цифр, которая позволяет однозначно идентифицировать владельца транспортного средства в реестре номеров соответствующей административной единицы"
11,4,"В некоторых странах номера регистрируются в едином реестре, в других реестры ведутся в отдельных штатах или областях"
11,5,"Франция была первой страной, в которой ввели регистрационные номера, — там это случилось в конце девятнадцатого века"
11,6,"Номерные знаки в начале двадцатого века настолько отличались размером и формой в разных административных единицах, что тому, кто переезжал, приходилось сверлить в автомобиле новые отверстия, чтобы прикрепить новый знак"
11,7,"Стандартизация знаков была введена в конце пятидесятых годов, когда производители автомобилей пришли к соглашению с правительствами и международными организациями"
